,0,1,document,corpus,clusters
63,-32.233505,49.35346,ger_PubMedCaseAbstract_25586435.txt,de.PubMed,0
64,-29.239344,51.88427,ger_PubMedCaseAbstract_25626384.txt,de.PubMed,0
65,-23.534006,50.95426,ger_PubMedCaseAbstract_25631956.txt,de.PubMed,0
66,-32.34202,58.080055,ger_PubMedCaseAbstract_25669224.txt,de.PubMed,0
67,-21.781874,58.725773,ger_PubMedCaseAbstract_25669225.txt,de.PubMed,0
68,-32.9463,55.79937,ger_PubMedCaseAbstract_25711786.txt,de.PubMed,0
69,-29.691008,56.777344,ger_PubMedCaseAbstract_25722306.txt,de.PubMed,0
70,-23.46494,45.24034,ger_PubMedCaseAbstract_25722308.txt,de.PubMed,0
71,-27.703379,47.45322,ger_PubMedCaseAbstract_25722309.txt,de.PubMed,0
72,-25.24682,51.70501,ger_PubMedCaseAbstract_25722311.txt,de.PubMed,0
73,-34.075092,52.473736,ger_PubMedCaseAbstract_25722312.txt,de.PubMed,0
74,-4.7015543,47.905384,ger_PubMedCaseAbstract_25758969.txt,de.PubMed,-1
75,-34.07845,52.798233,ger_PubMedCaseAbstract_25804777.txt,de.PubMed,0
76,-33.834167,59.514744,ger_PubMedCaseAbstract_25851370.txt,de.PubMed,0
77,-30.413658,52.353508,ger_PubMedCaseAbstract_25906021.txt,de.PubMed,0
78,-27.945139,44.15758,ger_PubMedCaseAbstract_25951445.txt,de.PubMed,0
79,-27.488707,42.14635,ger_PubMedCaseAbstract_27255224.txt,de.PubMed,0
80,-26.366655,46.3467,ger_PubMedCaseAbstract_27508886.txt,de.PubMed,0
81,-27.020077,36.66041,ger_PubMedCaseAbstract_27508891.txt,de.PubMed,-1
82,-26.364218,59.4171,ger_PubMedCaseAbstract_27518315.txt,de.PubMed,0
83,-24.413582,46.103012,ger_PubMedCaseAbstract_27518446.txt,de.PubMed,0
84,-31.14349,55.622086,ger_PubMedCaseAbstract_27706547.txt,de.PubMed,0
85,-32.198975,54.00535,ger_PubMedCaseAbstract_27764854.txt,de.PubMed,0
86,-29.49381,56.661697,ger_PubMedCaseAbstract_28068728.txt,de.PubMed,0
87,-7.242726,57.803722,ger_PubMedCaseAbstract_28086249.txt,de.PubMed,1
88,-31.143051,52.255444,ger_PubMedCaseAbstract_28278526.txt,de.PubMed,0
89,-34.027687,55.764072,ger_PubMedCaseAbstract_28301883.txt,de.PubMed,0
90,-8.149431,55.169918,ger_PubMedCaseAbstract_28380651.txt,de.PubMed,1
91,-24.318308,47.63565,ger_PubMedCaseAbstract_28423433.txt,de.PubMed,0
92,-15.544241,50.0728,ger_PubMedCaseAbstract_28470654.txt,de.PubMed,0
93,-21.989243,37.91426,ger_PubMedCaseAbstract_28511230.txt,de.PubMed,0
94,-35.030365,56.130753,ger_PubMedCaseAbstract_28561152.txt,de.PubMed,0
95,-31.164728,56.059437,ger_PubMedCaseAbstract_28561171.txt,de.PubMed,0
96,-32.88354,50.085873,ger_PubMedCaseAbstract_28561172.txt,de.PubMed,0
97,-13.62456,45.925266,ger_PubMedCaseAbstract_28561176.txt,de.PubMed,0
98,-14.207066,46.90927,ger_PubMedCaseAbstract_28561179.txt,de.PubMed,0
99,-25.586483,54.056698,ger_PubMedCaseAbstract_28564709.txt,de.PubMed,0
100,-34.30614,56.38352,ger_PubMedCaseAbstract_28605817.txt,de.PubMed,0
101,-32.922703,56.677906,ger_PubMedCaseAbstract_28614865.txt,de.PubMed,0
102,-31.188057,55.011124,ger_PubMedCaseAbstract_28633190.txt,de.PubMed,0
103,-19.065968,45.81824,ger_PubMedCaseAbstract_28637076.txt,de.PubMed,0
104,-20.830936,50.81938,ger_PubMedCaseAbstract_28641350.txt,de.PubMed,0
105,-31.489132,56.93882,ger_PubMedCaseAbstract_28645124.txt,de.PubMed,0
106,-21.678667,47.61232,ger_PubMedCaseAbstract_28666290.txt,de.PubMed,0
107,-17.577496,47.393486,ger_PubMedCaseAbstract_28672420.txt,de.PubMed,0
108,-31.869446,53.000286,ger_PubMedCaseAbstract_28683486.txt,de.PubMed,0
109,-26.604847,50.16158,ger_PubMedCaseAbstract_28683500.txt,de.PubMed,0
110,-26.595848,47.77399,ger_PubMedCaseAbstract_28709170.txt,de.PubMed,0
111,-19.442038,58.133156,ger_PubMedCaseAbstract_28724162.txt,de.PubMed,0
112,-12.726179,42.074097,ger_PubMedCaseAbstract_28728201.txt,de.PubMed,0
113,-23.45219,49.924946,ger_PubMedCaseAbstract_28728207.txt,de.PubMed,0
114,-14.709873,47.84594,ger_PubMedCaseAbstract_28753703.txt,de.PubMed,0
115,-24.274738,56.251884,ger_PubMedCaseAbstract_28763827.txt,de.PubMed,0
116,-32.595818,50.298584,ger_PubMedCaseAbstract_28768349.txt,de.PubMed,0
117,-12.498232,50.250134,ger_PubMedCaseAbstract_28768359.txt,de.PubMed,-1
118,-9.716998,57.744724,ger_PubMedCaseAbstract_28778106.txt,de.PubMed,1
119,-25.68507,42.141777,ger_PubMedCaseAbstract_28787750.txt,de.PubMed,0
120,-20.289246,38.47554,ger_PubMedCaseAbstract_28787751.txt,de.PubMed,0
121,-26.266085,52.006702,ger_PubMedCaseAbstract_28799152.txt,de.PubMed,0
122,-4.6107078,52.44931,ger_PubMedCaseAbstract_28810279.txt,de.PubMed,1
123,-35.811745,55.14868,ger_PubMedCaseAbstract_28813728.txt,de.PubMed,0
124,-25.77165,54.962204,ger_PubMedCaseAbstract_28838018.txt,de.PubMed,0
125,-22.59181,43.910305,ger_PubMedCaseAbstract_28841740.txt,de.PubMed,0
126,-22.654913,54.037758,ger_PubMedCaseAbstract_28841746.txt,de.PubMed,0
127,-29.598486,58.35227,ger_PubMedCaseAbstract_28850967.txt,de.PubMed,0
128,-3.7703693,60.668133,ger_PubMedCaseAbstract_28850990.txt,de.PubMed,1
129,-6.8709197,57.683887,ger_PubMedCaseAbstract_28886613.txt,de.PubMed,1
130,-15.814794,56.03409,ger_PubMedCaseAbstract_28886615.txt,de.PubMed,0
131,-25.980076,41.305244,ger_PubMedCaseAbstract_28895629.txt,de.PubMed,0
132,-31.934107,55.95155,ger_PubMedCaseAbstract_28895636.txt,de.PubMed,0
133,-9.237722,51.477707,ger_PubMedCaseAbstract_28902383.txt,de.PubMed,15
134,-25.351713,54.510212,ger_PubMedCaseAbstract_28905347.txt,de.PubMed,0
135,-24.031754,49.963104,ger_PubMedCaseAbstract_28905348.txt,de.PubMed,0
136,2.232012,18.022758,ger_PubMedCaseAbstract_28915526.txt,de.PubMed,0
137,-11.105579,43.58777,ger_PubMedCaseAbstract_28926848.txt,de.PubMed,0
138,-19.059977,59.381203,ger_PubMedCaseAbstract_28931184.txt,de.PubMed,0
139,-28.652956,50.541245,ger_PubMedCaseAbstract_28938508.txt,de.PubMed,0
140,-5.842782,59.919456,ger_PubMedCaseAbstract_29017200.txt,de.PubMed,1
141,7.0318375,5.484238,ger_PubMedCaseAbstract_29017215.txt,de.PubMed,2
142,-26.282703,58.67773,ger_PubMedCaseAbstract_29046006.txt,de.PubMed,0
143,-32.819336,57.214725,ger_PubMedCaseAbstract_29046008.txt,de.PubMed,0
144,-35.73457,52.25203,ger_PubMedCaseAbstract_29050055.txt,de.PubMed,0
145,-3.713823,39.643032,ger_PubMedCaseAbstract_29078214.txt,de.PubMed,0
146,-35.468296,56.0705,ger_PubMedCaseAbstract_29113002.txt,de.PubMed,0
147,-34.73112,57.38978,ger_PubMedCaseAbstract_29128862.txt,de.PubMed,0
148,-26.02896,53.418175,ger_PubMedCaseAbstract_29132190.txt,de.PubMed,0
149,-33.809994,56.892475,ger_PubMedCaseAbstract_29166684.txt,de.PubMed,0
150,-31.180635,52.62224,ger_PubMedCaseAbstract_29186640.txt,de.PubMed,0
151,-29.144634,56.6199,ger_PubMedCaseAbstract_29199774.txt,de.PubMed,0
152,-29.926708,52.786686,ger_PubMedCaseAbstract_29207432.txt,de.PubMed,0
153,-27.024927,48.960667,ger_PubMedCaseAbstract_29212102.txt,de.PubMed,0
154,-9.885914,44.306053,ger_PubMedCaseAbstract_29212106.txt,de.PubMed,0
155,-29.16714,51.029034,ger_PubMedCaseAbstract_29232751.txt,de.PubMed,0
156,-24.81196,50.157726,ger_PubMedCaseAbstract_29237218.txt,de.PubMed,0
157,-36.223125,51.188953,ger_PubMedCaseAbstract_29316583.txt,de.PubMed,0
158,-33.56032,52.808495,ger_PubMedCaseAbstract_29320791.txt,de.PubMed,0
159,-15.814794,56.03409,ger_PubMedCaseAbstract_29320793.txt,de.PubMed,0
160,-28.942461,55.091797,ger_PubMedCaseAbstract_29359291.txt,de.PubMed,0
161,-32.310078,48.738285,ger_PubMedCaseAbstract_29373869.txt,de.PubMed,0
162,-22.671219,53.692333,ger_PubMedCaseAbstract_29388172.txt,de.PubMed,0
163,-15.319506,49.70313,ger_PubMedCaseAbstract_29390222.txt,de.PubMed,0
164,-18.692394,56.24212,ger_PubMedCaseAbstract_29409092.txt,de.PubMed,0
165,0.9811735,51.279305,ger_PubMedCaseAbstract_29426049.txt,de.PubMed,1
166,-24.976894,44.850643,ger_PubMedCaseAbstract_29426050.txt,de.PubMed,0
167,-17.622717,44.861645,ger_PubMedCaseAbstract_29466812.txt,de.PubMed,0
168,-26.047464,41.370293,ger_PubMedCaseAbstract_29471559.txt,de.PubMed,0
169,-25.410082,58.818817,ger_PubMedCaseAbstract_29482237.txt,de.PubMed,0
170,-20.727114,53.55999,ger_PubMedCaseAbstract_29506301.txt,de.PubMed,0
171,-23.37222,58.500713,ger_PubMedCaseAbstract_29509141.txt,de.PubMed,0
172,-24.369192,46.579136,ger_PubMedCaseAbstract_29509142.txt,de.PubMed,0
173,-17.943947,49.543873,ger_PubMedCaseAbstract_29534265.txt,de.PubMed,0
174,3.2653012,18.517015,ger_PubMedCaseAbstract_29544236.txt,de.PubMed,0
175,-29.99071,48.11335,ger_PubMedCaseAbstract_29554714.txt,de.PubMed,0
176,-24.593248,54.579174,ger_PubMedCaseAbstract_29590694.txt,de.PubMed,0
177,-28.684828,58.242386,ger_PubMedCaseAbstract_29590706.txt,de.PubMed,0
178,-25.510424,55.9747,ger_PubMedCaseAbstract_29614544.txt,de.PubMed,0
179,-29.817123,51.986843,ger_PubMedCaseAbstract_29635658.txt,de.PubMed,0
180,-35.613613,54.51143,ger_PubMedCaseAbstract_29660751.txt,de.PubMed,0
181,-30.647427,50.53773,ger_PubMedCaseAbstract_29665592.txt,de.PubMed,0
182,-33.99145,57.994778,ger_PubMedCaseAbstract_29665605.txt,de.PubMed,0
183,-32.836346,52.367893,ger_PubMedCaseAbstract_29665606.txt,de.PubMed,0
184,-27.92229,44.532776,ger_PubMedCaseAbstract_29669372.txt,de.PubMed,0
185,-21.980413,56.730278,ger_PubMedCaseAbstract_29717985.txt,de.PubMed,0
186,-23.885052,57.046856,ger_PubMedCaseAbstract_29723887.txt,de.PubMed,0
187,-30.563822,53.663982,ger_PubMedCaseAbstract_29727888.txt,de.PubMed,0
188,-30.728758,49.280327,ger_PubMedCaseAbstract_29742789.txt,de.PubMed,0
189,-15.814794,56.03409,ger_PubMedCaseAbstract_29742790.txt,de.PubMed,0
190,-26.323227,49.0735,ger_PubMedCaseAbstract_29768642.txt,de.PubMed,0
191,-33.40558,52.219894,ger_PubMedCaseAbstract_29772591.txt,de.PubMed,0
192,-29.223162,54.819336,ger_PubMedCaseAbstract_29772593.txt,de.PubMed,0
193,-33.930767,51.701588,ger_PubMedCaseAbstract_29772595.txt,de.PubMed,0
194,-27.798397,50.924397,ger_PubMedCaseAbstract_29788513.txt,de.PubMed,0
195,-32.15783,54.396553,ger_PubMedCaseAbstract_29788854.txt,de.PubMed,0
196,-29.567171,51.79095,ger_PubMedCaseAbstract_29788857.txt,de.PubMed,0
197,-16.65518,29.38759,ger_PubMedCaseAbstract_29807385.txt,de.PubMed,0
198,-31.35995,53.67476,ger_PubMedCaseAbstract_29847845.txt,de.PubMed,0
199,-14.277981,53.687332,ger_PubMedCaseAbstract_29860915.txt,de.PubMed,0
200,-30.83017,58.9394,ger_PubMedCaseAbstract_29871581.txt,de.PubMed,0
201,-21.208067,48.311188,ger_PubMedCaseAbstract_29895090.txt,de.PubMed,0
202,-31.947775,56.978695,ger_PubMedCaseAbstract_29898480.txt,de.PubMed,0
203,-23.954548,52.825382,ger_PubMedCaseAbstract_29921186.txt,de.PubMed,0
204,-21.27076,54.9701,ger_PubMedCaseAbstract_29933464.txt,de.PubMed,0
205,-22.521706,53.554348,ger_PubMedCaseAbstract_29933484.txt,de.PubMed,0
206,-26.86665,36.6234,ger_PubMedCaseAbstract_29969961.txt,de.PubMed,-1
207,-15.008828,52.561108,ger_PubMedCaseAbstract_29969971.txt,de.PubMed,0
208,-26.801321,55.64121,ger_PubMedCaseAbstract_29969972.txt,de.PubMed,0
209,-34.48099,54.496513,ger_PubMedCaseAbstract_29969973.txt,de.PubMed,0
210,-22.272013,58.103416,ger_PubMedCaseAbstract_29972840.txt,de.PubMed,0
211,43.668926,-57.967613,ger_PubMedCaseAbstract_29986365.txt,de.PubMed,3
212,9.88816,10.117757,ger_PubMedCaseAbstract_30029282.txt,de.PubMed,4
213,-7.788192,29.161259,ger_PubMedCaseAbstract_30036901.txt,de.PubMed,0
214,-27.402643,59.930336,ger_PubMedCaseAbstract_30043699.txt,de.PubMed,0
215,-19.806534,51.67433,ger_PubMedCaseAbstract_30043701.txt,de.PubMed,0
216,-25.90852,46.501022,ger_PubMedCaseAbstract_30045371.txt,de.PubMed,0
217,-25.72437,57.984688,ger_PubMedCaseAbstract_30045382.txt,de.PubMed,0
218,-24.45284,54.800903,ger_PubMedCaseAbstract_30058668.txt,de.PubMed,0
219,-4.7802196,54.540466,ger_PubMedCaseAbstract_30060285.txt,de.PubMed,1
220,-21.756058,44.326313,ger_PubMedCaseAbstract_30064153.txt,de.PubMed,0
221,-14.502832,48.97435,ger_PubMedCaseAbstract_30084713.txt,de.PubMed,0
222,-21.93025,57.834194,ger_PubMedCaseAbstract_30086564.txt,de.PubMed,0
223,-19.058952,55.712807,ger_PubMedCaseAbstract_30086677.txt,de.PubMed,0
224,-21.079966,53.98568,ger_PubMedCaseAbstract_30086690.txt,de.PubMed,0
225,-32.471672,48.268696,ger_PubMedCaseAbstract_30125923.txt,de.PubMed,0
226,-33.30436,57.8495,ger_PubMedCaseAbstract_30130837.txt,de.PubMed,0
227,-27.55243,53.131958,ger_PubMedCaseAbstract_30131024.txt,de.PubMed,0
228,-33.09934,50.402794,ger_PubMedCaseAbstract_30142686.txt,de.PubMed,0
229,-25.365578,57.918823,ger_PubMedCaseAbstract_30149397.txt,de.PubMed,0
230,-23.761564,53.539974,ger_PubMedCaseAbstract_30149408.txt,de.PubMed,0
231,-23.153027,57.73891,ger_PubMedCaseAbstract_30149409.txt,de.PubMed,0
232,-24.470499,55.478516,ger_PubMedCaseAbstract_30149410.txt,de.PubMed,0
233,-28.931938,59.70561,ger_PubMedCaseAbstract_30199913.txt,de.PubMed,0
234,-20.646496,51.6156,ger_PubMedCaseAbstract_30206049.txt,de.PubMed,0
235,-26.680212,53.140785,ger_PubMedCaseAbstract_30206050.txt,de.PubMed,0
236,-32.097572,54.792084,ger_PubMedCaseAbstract_30227795.txt,de.PubMed,0
237,-30.25547,56.26036,ger_PubMedCaseAbstract_30227797.txt,de.PubMed,0
238,-32.174927,52.377113,ger_PubMedCaseAbstract_30227799.txt,de.PubMed,0
239,-20.699272,55.393303,ger_PubMedCaseAbstract_30278845.txt,de.PubMed,0
240,-2.2858112,52.194157,ger_PubMedCaseAbstract_30286500.txt,de.PubMed,1
241,-1.4700134,45.838367,ger_PubMedCaseAbstract_30306307.txt,de.PubMed,0
242,43.611084,-57.997482,ger_PubMedCaseAbstract_30340226.txt,de.PubMed,3
243,-31.527412,49.703175,ger_PubMedCaseAbstract_30347417.txt,de.PubMed,0
244,-23.629215,57.89471,ger_PubMedCaseAbstract_30352471.txt,de.PubMed,0
245,-29.598543,53.56289,ger_PubMedCaseAbstract_30357790.txt,de.PubMed,0
246,-24.112627,44.539654,ger_PubMedCaseAbstract_30359999.txt,de.PubMed,0
247,-21.257711,45.603275,ger_PubMedCaseAbstract_30367263.txt,de.PubMed,0
248,-23.654299,58.864872,ger_PubMedCaseAbstract_30375938.txt,de.PubMed,0
249,-22.544363,50.819077,ger_PubMedCaseAbstract_30376773.txt,de.PubMed,0
250,-1.3743317,45.79181,ger_PubMedCaseAbstract_30423600.txt,de.PubMed,0
251,-34.387486,53.061195,ger_PubMedCaseAbstract_30440074.txt,de.PubMed,0
252,-33.52899,56.964027,ger_PubMedCaseAbstract_30453376.txt,de.PubMed,0
253,-24.202625,44.59863,ger_PubMedCaseAbstract_30453381.txt,de.PubMed,0
254,-15.814794,56.03409,ger_PubMedCaseAbstract_30458578.txt,de.PubMed,0
255,-23.432817,46.13384,ger_PubMedCaseAbstract_30466133.txt,de.PubMed,0
256,-24.135832,53.724102,ger_PubMedCaseAbstract_30477040.txt,de.PubMed,0
257,-34.69805,53.13868,ger_PubMedCaseAbstract_30481834.txt,de.PubMed,0
258,-28.994473,48.15102,ger_PubMedCaseAbstract_30482117.txt,de.PubMed,0
259,-35.275608,50.691986,ger_PubMedCaseAbstract_30508862.txt,de.PubMed,0
260,-25.726948,55.135372,ger_PubMedCaseAbstract_30537765.txt,de.PubMed,0
261,-25.522934,48.92329,ger_PubMedCaseAbstract_30537768.txt,de.PubMed,0
262,-33.98344,50.139767,ger_PubMedCaseAbstract_30541156.txt,de.PubMed,0
263,-25.047995,50.563416,ger_PubMedCaseAbstract_30567006.txt,de.PubMed,0
264,-27.333006,48.452053,ger_PubMedCaseAbstract_30567007.txt,de.PubMed,0
265,14.834418,32.873253,ger_PubMedCaseAbstract_30602185.txt,de.PubMed,0
266,-29.337706,51.610733,ger_PubMedCaseAbstract_30602432.txt,de.PubMed,0
267,-24.360807,52.464977,ger_PubMedCaseAbstract_30620981.txt,de.PubMed,0
268,-29.961918,51.66413,ger_PubMedCaseAbstract_30620982.txt,de.PubMed,0
269,-31.168741,52.955887,ger_PubMedCaseAbstract_30621534.txt,de.PubMed,0
270,-28.416767,43.38817,ger_PubMedCaseAbstract_30641602.txt,de.PubMed,0
271,-21.189365,50.233284,ger_PubMedCaseAbstract_30641603.txt,de.PubMed,0
272,-14.755624,47.840336,ger_PubMedCaseAbstract_30654402.txt,de.PubMed,0
273,10.579215,11.478339,ger_PubMedCaseAbstract_30674059.txt,de.PubMed,4
274,-23.41457,40.49091,ger_PubMedCaseAbstract_30690697.txt,de.PubMed,0
275,-32.57216,61.092045,ger_PubMedCaseAbstract_30703842.txt,de.PubMed,0
276,-24.384726,53.246864,ger_PubMedCaseAbstract_30716780.txt,de.PubMed,0
277,-14.442736,48.282013,ger_PubMedCaseAbstract_30722074.txt,de.PubMed,0
278,-32.746037,50.526684,ger_PubMedCaseAbstract_30743285.txt,de.PubMed,0
279,13.096634,10.956064,ger_PubMedCaseAbstract_30743305.txt,de.PubMed,4
280,-28.131664,59.388718,ger_PubMedCaseAbstract_30763953.txt,de.PubMed,0
281,-29.724215,51.384033,ger_PubMedCaseAbstract_30763975.txt,de.PubMed,0
282,-23.242016,51.781963,ger_PubMedCaseAbstract_30802920.txt,de.PubMed,0
283,-28.720037,58.814148,ger_PubMedCaseAbstract_30808030.txt,de.PubMed,0
284,-30.430983,55.521984,ger_PubMedCaseAbstract_30808031.txt,de.PubMed,0
285,25.727049,58.49625,ger_PubMedCaseAbstract_30808036.txt,de.PubMed,5
286,-31.787174,59.455906,ger_PubMedCaseAbstract_30836405.txt,de.PubMed,0
287,-23.52678,47.20522,ger_PubMedCaseAbstract_30838953.txt,de.PubMed,0
288,-26.058624,59.56194,ger_PubMedCaseAbstract_30843523.txt,de.PubMed,0
289,-34.42934,50.718227,ger_PubMedCaseAbstract_30870870.txt,de.PubMed,0
290,-33.191074,53.03818,ger_PubMedCaseAbstract_30870874.txt,de.PubMed,0
291,-21.49246,58.10919,ger_PubMedCaseAbstract_30890081.txt,de.PubMed,0
292,-32.57763,48.47161,ger_PubMedCaseAbstract_30895588.txt,de.PubMed,0
293,-32.83758,59.5643,ger_PubMedCaseAbstract_30900231.txt,de.PubMed,0
294,-27.775385,44.071068,ger_PubMedCaseAbstract_30919403.txt,de.PubMed,0
295,-18.856136,50.457165,ger_PubMedCaseAbstract_30925605.txt,de.PubMed,0
296,-8.496674,55.27863,ger_PubMedCaseAbstract_30940039.txt,de.PubMed,1
297,-31.7827,47.20928,ger_PubMedCaseAbstract_30978752.txt,de.PubMed,0
298,-0.8588585,52.519344,ger_PubMedCaseAbstract_30986862.txt,de.PubMed,1
299,-31.975885,52.287437,ger_PubMedCaseAbstract_30991422.txt,de.PubMed,0
300,-22.623777,58.705162,ger_PubMedCaseAbstract_30999353.txt,de.PubMed,0
301,-31.742104,56.30322,ger_PubMedCaseAbstract_31013530.txt,de.PubMed,0
302,10.627935,11.274994,ger_PubMedCaseAbstract_31026869.txt,de.PubMed,4
303,-25.997095,51.48901,ger_PubMedCaseAbstract_31039709.txt,de.PubMed,0
304,-24.696402,50.097416,ger_PubMedCaseAbstract_31049910.txt,de.PubMed,0
305,-32.419014,60.784454,ger_PubMedCaseAbstract_31064024.txt,de.PubMed,0
306,-22.661366,46.233498,ger_PubMedCaseAbstract_31064738.txt,de.PubMed,0
307,-35.000618,51.905434,ger_PubMedCaseAbstract_31067578.txt,de.PubMed,0
308,-24.505482,58.781326,ger_PubMedCaseAbstract_31083737.txt,de.PubMed,0
309,-0.6427726,52.460564,ger_PubMedCaseAbstract_31083748.txt,de.PubMed,1
310,-29.719078,50.746204,ger_PubMedCaseAbstract_31083761.txt,de.PubMed,0
311,-29.434378,59.21883,ger_PubMedCaseAbstract_31096277.txt,de.PubMed,0
312,-18.500334,51.34115,ger_PubMedCaseAbstract_31100760.txt,de.PubMed,0
313,-33.479546,57.689873,ger_PubMedCaseAbstract_31163477.txt,de.PubMed,0
314,-31.57375,56.57888,ger_PubMedCaseAbstract_31163513.txt,de.PubMed,0
315,-41.97887,-39.05372,ger_PubMedCaseAbstract_31170741.txt,de.PubMed,6
316,-42.084953,-39.096546,ger_PubMedCaseAbstract_31170772.txt,de.PubMed,6
