,0,1,document,corpus,collection,language,cluster
97,34.34933,8.93225,S6_1_P19_TxV_90.txt,[de.Clin] Ex4CDS,de.Clin,German,-1
98,-21.090189,-6.79099,S6_1_P22_Inf_70.txt,[de.Clin] Ex4CDS,de.Clin,German,13
99,-27.569809,54.99452,S6_1_P22_Rx_20.txt,[de.Clin] Ex4CDS,de.Clin,German,7
100,17.757643,15.581602,S6_1_P22_TxV_80.txt,[de.Clin] Ex4CDS,de.Clin,German,7
101,-31.558634,63.149784,S6_1_P61_TxV_70.txt,[de.Clin] Ex4CDS,de.Clin,German,7
102,-24.819424,62.481163,S6_1_P35_Inf_0.txt,[de.Clin] Ex4CDS,de.Clin,German,7
103,-34.155487,6.8938236,S6_1_P35_TxV_90.txt,[de.Clin] Ex4CDS,de.Clin,German,11
104,-13.221897,55.537342,S6_1_P38_Inf_30.txt,[de.Clin] Ex4CDS,de.Clin,German,7
105,-8.221053,54.281105,S6_1_P38_Rx_20.txt,[de.Clin] Ex4CDS,de.Clin,German,7
106,-19.237013,57.851955,S6_1_P38_TxV_20.txt,[de.Clin] Ex4CDS,de.Clin,German,7
107,4.9785104,64.41141,S6_1_P50_Inf_50.txt,[de.Clin] Ex4CDS,de.Clin,German,9
108,-18.116152,65.54722,S6_1_P50_Rx_20.txt,[de.Clin] Ex4CDS,de.Clin,German,7
109,-29.642775,58.869526,S6_1_P50_TxV_20.txt,[de.Clin] Ex4CDS,de.Clin,German,7
110,40.776318,39.102833,S6_1_P59_Inf_60.txt,[de.Clin] Ex4CDS,de.Clin,German,-1
111,-21.88435,43.049263,S6_1_P59_Rx_80.txt,[de.Clin] Ex4CDS,de.Clin,German,7
112,-14.375403,60.270836,S6_1_P59_TxV_80.txt,[de.Clin] Ex4CDS,de.Clin,German,7
113,46.52775,61.16155,S6_1_P61_Inf_60.txt,[de.Clin] Ex4CDS,de.Clin,German,1
114,-24.819424,62.481163,S6_1_P35_Rx_0.txt,[de.Clin] Ex4CDS,de.Clin,German,7
115,25.000721,62.842754,S5_1_P73_TxV_0.txt,[de.Clin] Ex4CDS,de.Clin,German,1
116,46.71624,-50.331608,S5_1_P66_TxV_0.txt,[de.Clin] Ex4CDS,de.Clin,German,4
117,35.01148,56.9694,S5_1_P73_Inf_0.txt,[de.Clin] Ex4CDS,de.Clin,German,1
118,44.09654,-4.3076425,S4_2_P110_TxV_15.txt,[de.Clin] Ex4CDS,de.Clin,German,16
119,38.549755,-36.30089,S4_2_P114_Inf_4.txt,[de.Clin] Ex4CDS,de.Clin,German,4
120,45.103718,-4.774736,S4_2_P114_Rx_8.txt,[de.Clin] Ex4CDS,de.Clin,German,16
121,15.706881,50.48297,S4_2_P114_TxV_5.txt,[de.Clin] Ex4CDS,de.Clin,German,17
122,44.131306,-20.037241,S4_2_P34_Inf_3.txt,[de.Clin] Ex4CDS,de.Clin,German,16
123,47.607952,-7.634342,S4_2_P34_Rx_20.txt,[de.Clin] Ex4CDS,de.Clin,German,16
124,51.932503,37.6838,S4_2_P34_TxV_25.txt,[de.Clin] Ex4CDS,de.Clin,German,1
125,48.29413,-8.558339,S4_2_P40_Inf_10.txt,[de.Clin] Ex4CDS,de.Clin,German,16
126,44.901485,-4.794215,S4_2_P40_Rx_5.txt,[de.Clin] Ex4CDS,de.Clin,German,16
127,43.010902,-2.6815903,S4_2_P40_TxV_1.txt,[de.Clin] Ex4CDS,de.Clin,German,16
128,47.50843,-7.097908,S4_2_P110_Rx_15.txt,[de.Clin] Ex4CDS,de.Clin,German,16
129,55.610184,56.422188,S4_2_P50_Inf_10.txt,[de.Clin] Ex4CDS,de.Clin,German,1
130,42.19516,65.3266,S4_2_P50_TxV_2.txt,[de.Clin] Ex4CDS,de.Clin,German,1
131,45.843613,-3.6714814,S4_2_P57_Inf_4.txt,[de.Clin] Ex4CDS,de.Clin,German,16
132,48.405178,-7.515881,S4_2_P57_Rx_3.txt,[de.Clin] Ex4CDS,de.Clin,German,16
133,13.4707,50.876484,S4_2_P57_TxV_10.txt,[de.Clin] Ex4CDS,de.Clin,German,17
134,48.229496,-9.126174,S4_2_P59_Inf_30.txt,[de.Clin] Ex4CDS,de.Clin,German,16
135,43.897007,-4.1930676,S4_2_P59_Rx_30.txt,[de.Clin] Ex4CDS,de.Clin,German,16
136,18.900316,-36.755066,S4_2_P59_TxV_80.txt,[de.Clin] Ex4CDS,de.Clin,German,-1
137,47.51362,-7.323964,S4_2_P62_Inf_4.txt,[de.Clin] Ex4CDS,de.Clin,German,16
138,45.73945,-3.8501673,S4_2_P62_Rx_6.txt,[de.Clin] Ex4CDS,de.Clin,German,16
139,4.378173,-38.87866,S4_2_P62_TxV_4.txt,[de.Clin] Ex4CDS,de.Clin,German,4
140,60.335033,12.536845,S4_2_P50_Rx_3.txt,[de.Clin] Ex4CDS,de.Clin,German,7
141,15.089213,60.9701,S4_2_P110_Inf_10.txt,[de.Clin] Ex4CDS,de.Clin,German,9
142,42.998734,-2.5824015,S4_2_P108_TxV_2.txt,[de.Clin] Ex4CDS,de.Clin,German,16
143,39.365635,-11.512477,S4_2_P108_Rx_12.txt,[de.Clin] Ex4CDS,de.Clin,German,16
144,41.96582,-2.7547839,S4_1_P41_TxV_15.txt,[de.Clin] Ex4CDS,de.Clin,German,16
145,22.37089,53.766747,S4_1_P54_Inf_8.txt,[de.Clin] Ex4CDS,de.Clin,German,18
146,49.087585,-12.88866,S4_1_P54_Rx_4.txt,[de.Clin] Ex4CDS,de.Clin,German,16
147,44.039974,-16.455727,S4_1_P54_TxV_3.txt,[de.Clin] Ex4CDS,de.Clin,German,16
148,54.76779,45.08893,S4_1_P69_Inf_7.txt,[de.Clin] Ex4CDS,de.Clin,German,1
149,40.81964,-13.888719,S4_1_P69_Rx_2.txt,[de.Clin] Ex4CDS,de.Clin,German,16
150,44.075146,-16.44572,S4_1_P69_TxV_2.txt,[de.Clin] Ex4CDS,de.Clin,German,16
151,-1.1037806,52.154488,S4_1_P74_Inf_12.txt,[de.Clin] Ex4CDS,de.Clin,German,-1
152,41.469677,-11.538229,S4_1_P74_Rx_2.txt,[de.Clin] Ex4CDS,de.Clin,German,16
153,42.058228,-4.327255,S4_1_P74_TxV_9.txt,[de.Clin] Ex4CDS,de.Clin,German,16
154,29.233688,62.506775,S4_1_P7_Inf_60.txt,[de.Clin] Ex4CDS,de.Clin,German,1
155,44.18103,-14.489944,S4_1_P7_Rx_2.txt,[de.Clin] Ex4CDS,de.Clin,German,16
156,27.185991,-22.50333,S4_1_P7_TxV_3.txt,[de.Clin] Ex4CDS,de.Clin,German,4
157,34.331787,44.782314,S4_1_P88_Inf_18.txt,[de.Clin] Ex4CDS,de.Clin,German,1
158,40.6818,-14.223851,S4_1_P88_Rx_2.txt,[de.Clin] Ex4CDS,de.Clin,German,-1
159,13.45125,-52.67826,S4_1_P88_TxV_2.txt,[de.Clin] Ex4CDS,de.Clin,German,4
160,46.05275,-7.620822,S4_1_P8_Inf_12.txt,[de.Clin] Ex4CDS,de.Clin,German,16
161,41.32804,-11.430394,S4_1_P8_Rx_4.txt,[de.Clin] Ex4CDS,de.Clin,German,16
162,44.044765,-16.41651,S4_1_P8_TxV_3.txt,[de.Clin] Ex4CDS,de.Clin,German,16
163,53.286907,-18.640564,S4_2_P106_Inf_30.txt,[de.Clin] Ex4CDS,de.Clin,German,16
164,14.745388,51.102745,S4_2_P106_Rx_2.txt,[de.Clin] Ex4CDS,de.Clin,German,17
165,32.99834,67.4963,S4_2_P106_TxV_3.txt,[de.Clin] Ex4CDS,de.Clin,German,14
166,55.797226,55.73668,S4_2_P108_Inf_25.txt,[de.Clin] Ex4CDS,de.Clin,German,1
167,45.66168,-3.9061756,S4_2_P67_Inf_7.txt,[de.Clin] Ex4CDS,de.Clin,German,16
168,45.05779,-4.6235766,S4_2_P67_Rx_2.txt,[de.Clin] Ex4CDS,de.Clin,German,16
169,43.853863,-3.5582967,S4_2_P67_TxV_2.txt,[de.Clin] Ex4CDS,de.Clin,German,16
170,60.741604,12.68435,S4_2_P6_Inf_1.txt,[de.Clin] Ex4CDS,de.Clin,German,7
171,45.64988,40.924587,S5_1_P3_Rx_75.txt,[de.Clin] Ex4CDS,de.Clin,German,1
172,45.747875,40.571796,S5_1_P3_TxV_30.txt,[de.Clin] Ex4CDS,de.Clin,German,1
173,19.573784,-23.584858,S5_1_P43_Inf_10.txt,[de.Clin] Ex4CDS,de.Clin,German,4
174,45.628292,40.8107,S5_1_P43_Rx_0.txt,[de.Clin] Ex4CDS,de.Clin,German,1
175,45.628292,40.8107,S5_1_P43_TxV_0.txt,[de.Clin] Ex4CDS,de.Clin,German,1
176,24.325882,65.65028,S5_1_P44_Inf_50.txt,[de.Clin] Ex4CDS,de.Clin,German,1
177,24.352528,65.70219,S5_1_P44_Rx_30.txt,[de.Clin] Ex4CDS,de.Clin,German,1
178,24.238874,65.50534,S5_1_P44_TxV_30.txt,[de.Clin] Ex4CDS,de.Clin,German,1
179,25.263008,62.010445,S5_1_P53_Inf_0.txt,[de.Clin] Ex4CDS,de.Clin,German,1
180,44.246006,-20.386057,S5_1_P53_Rx_0.txt,[de.Clin] Ex4CDS,de.Clin,German,16
181,45.6433,38.74042,S5_1_P53_TxV_100.txt,[de.Clin] Ex4CDS,de.Clin,German,1
182,54.087387,39.3137,S5_1_P57_Inf_80.txt,[de.Clin] Ex4CDS,de.Clin,German,1
183,23.224579,64.11973,S5_1_P57_Rx_10.txt,[de.Clin] Ex4CDS,de.Clin,German,1
184,53.945625,39.796204,S5_1_P57_TxV_10.txt,[de.Clin] Ex4CDS,de.Clin,German,1
185,54.743088,38.407967,S5_1_P63_Inf_10.txt,[de.Clin] Ex4CDS,de.Clin,German,1
186,36.57531,-55.7568,S5_1_P63_Rx_0.txt,[de.Clin] Ex4CDS,de.Clin,German,4
187,36.57531,-55.7568,S5_1_P63_TxV_0.txt,[de.Clin] Ex4CDS,de.Clin,German,4
188,30.99198,-69.56954,S5_1_P66_Inf_5.txt,[de.Clin] Ex4CDS,de.Clin,German,19
189,46.715263,-50.33017,S5_1_P66_Rx_0.txt,[de.Clin] Ex4CDS,de.Clin,German,4
190,-21.772879,68.37998,S6_2_P18_TxV_20.txt,[de.Clin] Ex4CDS,de.Clin,German,7
191,22.966206,63.975086,S5_1_P72_Inf_10.txt,[de.Clin] Ex4CDS,de.Clin,German,1
192,-21.758839,25.686876,S5_1_P72_Rx_0.txt,[de.Clin] Ex4CDS,de.Clin,German,11
193,-21.758839,25.686876,S5_1_P72_TxV_0.txt,[de.Clin] Ex4CDS,de.Clin,German,11
194,42.17261,42.318844,S5_1_P3_Inf_50.txt,[de.Clin] Ex4CDS,de.Clin,German,1
195,23.54076,64.57783,S5_1_P73_Rx_30.txt,[de.Clin] Ex4CDS,de.Clin,German,1
196,24.133781,65.37659,S5_1_P24_TxV_5.txt,[de.Clin] Ex4CDS,de.Clin,German,1
197,24.289583,65.54277,S5_1_P24_Inf_20.txt,[de.Clin] Ex4CDS,de.Clin,German,1
198,45.08591,-4.8815646,S4_2_P6_Rx_20.txt,[de.Clin] Ex4CDS,de.Clin,German,16
199,55.154564,36.066338,S4_2_P6_TxV_8.txt,[de.Clin] Ex4CDS,de.Clin,German,1
200,63.021317,45.59228,S4_2_P80_Inf_20.txt,[de.Clin] Ex4CDS,de.Clin,German,1
201,52.561836,24.017403,S4_2_P80_Rx_1.txt,[de.Clin] Ex4CDS,de.Clin,German,-1
202,58.261513,52.89173,S4_2_P80_TxV_2.txt,[de.Clin] Ex4CDS,de.Clin,German,1
203,48.39032,-7.299646,S4_2_P83_Inf_10.txt,[de.Clin] Ex4CDS,de.Clin,German,16
204,56.083897,58.246387,S4_2_P83_Rx_10.txt,[de.Clin] Ex4CDS,de.Clin,German,1
205,43.090733,-2.437907,S4_2_P83_TxV_8.txt,[de.Clin] Ex4CDS,de.Clin,German,16
206,6.6722608,52.74627,S4_2_P93_Inf_60.txt,[de.Clin] Ex4CDS,de.Clin,German,2
207,4.513473,-39.748226,S4_2_P93_Rx_10.txt,[de.Clin] Ex4CDS,de.Clin,German,4
208,4.7845798,-39.499348,S4_2_P93_TxV_6.txt,[de.Clin] Ex4CDS,de.Clin,German,4
209,37.221394,54.337437,S5_1_P102_Inf_10.txt,[de.Clin] Ex4CDS,de.Clin,German,1
210,46.44849,-53.733112,S5_1_P102_Rx_50.txt,[de.Clin] Ex4CDS,de.Clin,German,4
211,25.789398,-51.410152,S5_1_P102_TxV_5.txt,[de.Clin] Ex4CDS,de.Clin,German,4
212,25.532635,58.274075,S5_1_P120_Inf_10.txt,[de.Clin] Ex4CDS,de.Clin,German,1
213,14.837093,48.48142,S5_1_P120_Rx_100.txt,[de.Clin] Ex4CDS,de.Clin,German,17
214,40.267044,-38.131664,S5_1_P120_TxV_100.txt,[de.Clin] Ex4CDS,de.Clin,German,4
215,39.61184,63.931465,S5_1_P15_Inf_30.txt,[de.Clin] Ex4CDS,de.Clin,German,1
216,25.61385,-48.178204,S5_1_P15_Rx_10.txt,[de.Clin] Ex4CDS,de.Clin,German,4
217,25.594006,-48.235153,S5_1_P15_TxV_5.txt,[de.Clin] Ex4CDS,de.Clin,German,4
218,49.991863,36.77145,S5_1_P18_Inf_90.txt,[de.Clin] Ex4CDS,de.Clin,German,1
219,34.099953,50.032364,S5_1_P18_Rx_0.txt,[de.Clin] Ex4CDS,de.Clin,German,1
220,13.554132,-42.476707,S5_1_P18_TxV_10.txt,[de.Clin] Ex4CDS,de.Clin,German,4
221,24.133781,65.37659,S5_1_P24_Rx_5.txt,[de.Clin] Ex4CDS,de.Clin,German,1
222,28.843195,-20.972855,S6_2_P44_Inf_60.txt,[de.Clin] Ex4CDS,de.Clin,German,4
223,-1.8581223,34.178444,S6_2_P64_Inf_20.txt,[de.Clin] Ex4CDS,de.Clin,German,7
224,-32.66995,64.4639,S6_2_P44_TxV_40.txt,[de.Clin] Ex4CDS,de.Clin,German,7
225,29.855297,46.73537,S8_1_P25_Inf_35.txt,[de.Clin] Ex4CDS,de.Clin,German,1
226,61.76444,47.069763,S8_1_P25_Rx_10.txt,[de.Clin] Ex4CDS,de.Clin,German,1
227,44.885853,38.657623,S8_1_P25_TxV_15.txt,[de.Clin] Ex4CDS,de.Clin,German,1
228,-60.601337,-3.9210658,S8_1_P27_Inf_30.txt,[de.Clin] Ex4CDS,de.Clin,German,13
229,-26.560305,61.46601,S8_1_P27_Rx_20.txt,[de.Clin] Ex4CDS,de.Clin,German,7
230,-48.836075,15.440763,S8_1_P27_TxV_20.txt,[de.Clin] Ex4CDS,de.Clin,German,11
231,60.672375,48.63309,S8_1_P40_Inf_10.txt,[de.Clin] Ex4CDS,de.Clin,German,1
232,59.78614,54.01584,S8_1_P40_Rx_10.txt,[de.Clin] Ex4CDS,de.Clin,German,1
233,-62.133423,-24.328564,S8_1_P40_TxV_10.txt,[de.Clin] Ex4CDS,de.Clin,German,13
234,-31.29012,9.567399,S8_1_P60_Inf_40.txt,[de.Clin] Ex4CDS,de.Clin,German,11
235,-62.133423,-24.328564,S8_1_P12_TxV_30.txt,[de.Clin] Ex4CDS,de.Clin,German,13
236,27.833937,67.42978,S8_1_P60_Rx_20.txt,[de.Clin] Ex4CDS,de.Clin,German,5
237,-20.05823,-7.9915004,S8_1_P67_Inf_20.txt,[de.Clin] Ex4CDS,de.Clin,German,13
238,37.035763,41.023273,S8_1_P67_Rx_20.txt,[de.Clin] Ex4CDS,de.Clin,German,8
239,60.24235,54.145374,S8_1_P67_TxV_10.txt,[de.Clin] Ex4CDS,de.Clin,German,1
240,-25.362173,60.923134,S8_1_P6_Inf_15.txt,[de.Clin] Ex4CDS,de.Clin,German,7
241,45.995255,41.570366,S8_1_P6_Rx_25.txt,[de.Clin] Ex4CDS,de.Clin,German,1
242,-21.572666,43.93044,S8_1_P6_TxV_20.txt,[de.Clin] Ex4CDS,de.Clin,German,7
243,27.392391,67.232086,S8_1_P70_Inf_85.txt,[de.Clin] Ex4CDS,de.Clin,German,5
244,36.535557,40.679638,S8_1_P70_Rx_20.txt,[de.Clin] Ex4CDS,de.Clin,German,8
245,58.84278,52.242794,S8_1_P70_TxV_15.txt,[de.Clin] Ex4CDS,de.Clin,German,1
246,47.38177,63.187656,S8_1_P75_Inf_30.txt,[de.Clin] Ex4CDS,de.Clin,German,-1
247,27.370203,67.191475,S8_1_P60_TxV_50.txt,[de.Clin] Ex4CDS,de.Clin,German,5
248,27.970026,67.71094,S8_1_P12_Rx_50.txt,[de.Clin] Ex4CDS,de.Clin,German,5
249,62.95316,45.944427,S8_1_P12_Inf_50.txt,[de.Clin] Ex4CDS,de.Clin,German,1
250,-62.133423,-24.328564,S8_1_P11_TxV_15.txt,[de.Clin] Ex4CDS,de.Clin,German,13
251,-21.482132,58.79568,S7_2_P63_Inf_20.txt,[de.Clin] Ex4CDS,de.Clin,German,7
252,-17.578959,67.69764,S7_2_P63_Rx_20.txt,[de.Clin] Ex4CDS,de.Clin,German,7
253,30.963615,44.024975,S7_2_P63_TxV_10.txt,[de.Clin] Ex4CDS,de.Clin,German,-1
254,63.17661,45.207523,S7_2_P73_Inf_20.txt,[de.Clin] Ex4CDS,de.Clin,German,1
255,53.6573,-46.37128,S7_2_P73_Rx_40.txt,[de.Clin] Ex4CDS,de.Clin,German,4
